        0   .0042516   .0048932   .0893978   .0854788
        0   .0124406   .0103572   .2245949   .8768422
        1    .746119   .7502558   .9854169   .9051692
        0    .530724   .5407758   .9629679   .7891012
        1   .7627462   .7316806   .9866524   .9999099
        0   .0339198   .0072744   .4466875   .8329148
        0   .1809783   .1725574   .8355455   .5089105
        0   .2601249   .2727237   .8899142   .3785738
        1   .2049601    .194207   .8556483   .9984081
        0   .0112192    .013293    .206908   .0410486
        0   .1764752    .183145   .8312863   .5269918
        0   .4838649   .4902392   .9556645   .8819903
        0   .1163611   .1213997   .7517251   .9746393
        0   .3204295    .319393   .9155515   .9561744
        1   .9903404   .9877059    .999576   .9999998
        1   .9362657   .9371045   .9970481   .9793135
        1   .9977137   .9969736   .9999003          1
        1   .4213392   .4315966   .9436358   .9352047
        1   .7669022   .7695687   .9869533   .8443713
        1   .9216732   .9198059   .9963176   .9827572
        0   .0157521   .0182721   .2689962   .0558357
        1   .9999176   .9998429   .9999964          1
        1   .9310322   .9999439   .3699271    .230307
        0    .083131   .0748016   .6758221   .7898658
        0   .1908916   .1776708     .84435   .9956686
        1   .2745949   .2813325   .8969468   .4429945
        1   .8760439   .8644004   .9938838   .9999899
        1   .4417279   .4751115   .9478974   .5952242
        0   .4565495   .4739439   .9507781   .9163187
        0   .2146129   .2354905   .8626935   .4946218
        0   .0388514   .0410228   .4817078   .6654209
        0   .0624731   .0701959   .6050792   .1329828
        0   .4213275   .1500355   .0306941   .0343043
        0   .0688813   .0765677   .6297587   .2085196
        0   .0376685   .0381539   .4736865    .964267
        0    .103975   .0981989   .7273794   .9945111
        0   .2848684   .2868126   .9015658   .7643744
        0   .0615656   .0681237   .6013456    .092818
        0   .5247771   .5551779   .9621075   .6697059
        1   .2214008   .2228112   .8673424   .9948988
        1   .7638848   .7589355   .9867351   .8260028
        0   .2486439   .2447972   .8838419   .6169682
        0   .0239553   .0254839   .3607444   .0365988
        1   .8117554   .8051965    .990015   .8703815
        1   .9395222   .9369749   .9972082   .9602417
        0   .1203324   .1297758    .758761   .1835864
        0    .034094   .0363856   .4479986   .1579898
        1   .6505783   .6435519    .977174   .9564151
        1   .0257776     .03051   .3782575   .0522059
        0   .3667423   .3557703   .9301481   .9986905
        0   .0442154   .0482831   .5154262   .3814217
        0   .2763669   .2969081   .8977645   .3628167
        0   .0235005   .0268327   .3562292   .0530461
        0   .4324609   .4043437   .9460055    .987211
        1   .3593121   .3677849   .9280313     .43959
        1   .7220359   .7183762   .9835326   .8055989
        1    .441035   .4031381   .9477584    .999528
        0   .0387952   .0393184   .4813318   .9653292
        1   .3131207   .3003292   .9129036   .9522821
        1   .8551639   .8451712   .9926878   .9454874
        1   .9447517   .9415088   .9974631   .9589893
        1   .8554688   .8517903   .9927057   .9032574
        1   .6780596   .6778961    .979768   .7737068
        0   .1338247    .133395   .7803364   .5446787
        1   .8849061   .9884092   .2505932   .1910659
        1   .8701456   .8693262   .9935514   .9093497
        0   .3023132   .3189341    .908784   .6994292
        1   .5103632   .4712521   .9599458   .9937306
        0   .0129607   .0155903   .2319015   .0250833
        0   .8396142   .8351828   .9917606   .8916836
        0   .0300397    .034813   .4159182   .0553525
        0   .0500058   .0444229   .5475724   .9801823
        1   .9841281    .999958   .7294872   .7052213
        0    .327911   .3193875   .9181548   .8411147
        0   .2725185   .2906823    .895977   .7993107
        1   .3909124   .3892534   .9365354     .98639
        0   .1171513   .1153936   .7531525   .3932818
        0   .4712605   .4754515   .9534739   .5955527
        1   .8531596   .8416769   .9925701   .9997236
        1   .1957799   .1978477   .8484251   .4393623
        0   .5712448   .5757505   .9683886   .7338406
        0   .4245905   .3871877   .9443402   .9999734
        0    .314688    .329584   .9134805    .958082
        1    .839506   .9891983   .1853327   .1739168
        0   .1802082   .1796727   .8348292   .2922965
        0   .0447908   .0516091   .5188056   .0840492
        0   .0630255   .0699105   .6073215   .1088227
        0    .019705   .0189204   .3160906   .9291763
        0   .1860588   .1944594    .840152   .8776959
        0    .005876    .006496   .1196449   .0314683
        1   .9862859   .8753369   .7577412   .7755902
        0   .0031347   .0038201   .0674281   .0077306
        0   .9606587   .9529554   .9982221   .9999951
        0   .0999307   .0649991   .7185316   .9990768
        0   .2964006   .3069253   .9064201   .9698793
        0   .0541514   .0559435   .5682918   .2274815
        0   .0540013   .0587245   .5675719   .6496954
        0   .1186222   .1247087   .7557728   .1714854
        0   .3395771   .3435278   .9220121   .4594961
        0   .0031524   .0027888   .0677835   .8231111
        0    .058278   .0598421   .5872719   .9854483
        0   .1516355    .157888   .8042944   .2334762
        0   .0725394   .0758224   .6426452   .1176091
        0   .0041822   .0044364   .0880605   .0780893
        1    .054944   .0639314   .5720583   .2826097
        0   .0033204   .0037752   .0711488   .0184828
        1   .8845674   .8756689   .9943565   .9196264
        0   .1483267   .1494958   .8001766   .8290606
        0   .0788635    .083763   .6631345    .177355
        1   .9528141   .9971182   .4675805   .4614906
        1    .479509   .4962891   .9549194    .757901
        0   .0050902   .0055433   .1052543   .1421528
        0   .0423801   .0463597    .504353   .3714065
        0   .3007692   .2822241   .9081745   .9984738
        0    .088633   .0968129   .6909882   .1788283
        0   .0351827   .0369321    .456064   .1122734
        1   .9133634   .9070151   .9958916   .9406413
        0   .1241956   .1261992   .7652892   .4087821
        1   .1669632    .161096   .8216959   .8509389
        0   .1667861   .1764216   .8215092   .7224978
        0   .2915129   .3024685   .9044033   .4683608
        0   .0050766   .0054789   .1050029   .0947919
