individus	treatment	carriers	exposed	oocyst	infection	eggs	replicate	gametocyt	date
1556	thevetia	5	yes	0	0	0	H	2	18/05/2013
1557	thevetia	5	yes	0	0	0	H	2	18/05/2013
1558	thevetia	5	yes	0	0	0	H	2	18/05/2013
1559	thevetia	5	yes	0	0	0	H	2	18/05/2013
1560	thevetia	5	yes	0	0	0	H	2	18/05/2013
1561	thevetia	5	yes	0	0	0	H	2	18/05/2013
1562	thevetia	5	yes	0	0	0	H	2	18/05/2013
1563	thevetia	5	yes	0	0	0	H	2	18/05/2013
1564	thevetia	5	yes	0	0	0	H	2	18/05/2013
1565	thevetia	5	yes	0	0	0	H	2	18/05/2013
1566	thevetia	5	yes	0	0	0	H	2	18/05/2013
1567	thevetia	5	yes	0	0	0	H	2	18/05/2013
1568	thevetia	5	yes	0	0	0	H	2	18/05/2013
1579	thevetia	5	yes	1	1	0	H	2	18/05/2013
1581	thevetia	5	yes	1	1	0	H	2	18/05/2013
1583	thevetia	5	yes	1	1	0	H	2	18/05/2013
1585	thevetia	5	yes	2	1	0	H	2	18/05/2013
1578	thevetia	5	yes	3	1	0	H	2	18/05/2013
1580	thevetia	5	yes	3	1	0	H	2	18/05/2013
1571	thevetia	5	yes	4	1	0	H	2	18/05/2013
1570	thevetia	5	yes	5	1	0	H	2	18/05/2013
1575	thevetia	5	yes	5	1	0	H	2	18/05/2013
1582	thevetia	5	yes	5	1	0	H	2	18/05/2013
1573	thevetia	5	yes	6	1	0	H	2	18/05/2013
1574	thevetia	5	yes	6	1	0	H	2	18/05/2013
1586	thevetia	5	yes	6	1	0	H	2	18/05/2013
1572	thevetia	5	yes	7	1	0	H	2	18/05/2013
1584	thevetia	5	yes	7	1	0	H	2	18/05/2013
1576	thevetia	5	yes	8	1	0	H	2	18/05/2013
1577	thevetia	5	yes	10	1	0	H	2	18/05/2013
1569	thevetia	5	yes	13	1	0	H	2	18/05/2013
1669	glucose5%	6	yes	0	0	0	I	13	04/06/2013
1672	glucose5%	6	yes	0	0	0	I	13	04/06/2013
1683	glucose5%	6	yes	0	0	0	I	13	04/06/2013
1668	glucose5%	6	yes	1	1	1	I	13	04/06/2013
1679	glucose5%	6	yes	1	1	0	I	13	04/06/2013
1677	glucose5%	6	yes	3	1	0	I	13	04/06/2013
1675	glucose5%	6	yes	5	1	1	I	13	04/06/2013
1682	glucose5%	6	yes	5	1	1	I	13	04/06/2013
1680	glucose5%	6	yes	6	1	1	I	13	04/06/2013
1670	glucose5%	6	yes	7	1	0	I	13	04/06/2013
1671	glucose5%	6	yes	9	1	0	I	13	04/06/2013
1673	glucose5%	6	yes	10	1	0	I	13	04/06/2013
1674	glucose5%	6	yes	11	1	1	I	13	04/06/2013
1681	glucose5%	6	yes	12	1	1	I	13	04/06/2013
1676	glucose5%	6	yes	17	1	1	I	13	04/06/2013
1678	glucose5%	6	yes	23	1	0	I	13	04/06/2013
1684	glucose5%	6	yes	28	1	1	I	13	04/06/2013
1588	lupilina	6	yes	0	0	0	I	13	04/06/2013
1600	lupilina	6	yes	0	0	1	I	13	04/06/2013
1589	lupilina	6	yes	4	1	1	I	13	04/06/2013
1595	lupilina	6	yes	5	1	0	I	13	04/06/2013
1601	lupilina	6	yes	5	1	0	I	13	04/06/2013
1593	lupilina	6	yes	6	1	1	I	13	04/06/2013
1599	lupilina	6	yes	6	1	0	I	13	04/06/2013
1587	lupilina	6	yes	7	1	0	I	13	04/06/2013
1598	lupilina	6	yes	7	1	0	I	13	04/06/2013
1604	lupilina	6	yes	7	1	0	I	13	04/06/2013
1597	lupilina	6	yes	8	1	0	I	13	04/06/2013
1603	lupilina	6	yes	8	1	0	I	13	04/06/2013
1591	lupilina	6	yes	10	1	0	I	13	04/06/2013
1592	lupilina	6	yes	10	1	0	I	13	04/06/2013
1605	lupilina	6	yes	11	1	1	I	13	04/06/2013
1590	lupilina	6	yes	14	1	0	I	13	04/06/2013
1596	lupilina	6	yes	15	1	0	I	13	04/06/2013
1602	lupilina	6	yes	17	1	0	I	13	04/06/2013
1594	lupilina	6	yes	28	1	1	I	13	04/06/2013
1685	mangifera	6	yes	0	0	0	I	13	04/06/2013
1686	mangifera	6	yes	0	0	0	I	13	04/06/2013
1688	mangifera	6	yes	0	0	0	I	13	04/06/2013
1690	mangifera	6	yes	0	0	0	I	13	04/06/2013
1691	mangifera	6	yes	0	0	0	I	13	04/06/2013
1694	mangifera	6	yes	0	0	0	I	13	04/06/2013
1692	mangifera	6	yes	1	1	0	I	13	04/06/2013
1693	mangifera	6	yes	2	1	0	I	13	04/06/2013
1687	mangifera	6	yes	5	1	0	I	13	04/06/2013
1689	mangifera	6	yes	6	1	0	I	13	04/06/2013
1695	mangifera	6	yes	10	1	0	I	13	04/06/2013
1609	thevetia	6	yes	0	0	0	I	13	04/06/2013
1610	thevetia	6	yes	0	0	0	I	13	04/06/2013
1612	thevetia	6	yes	0	0	1	I	13	04/06/2013
1614	thevetia	6	yes	0	0	1	I	13	04/06/2013
1616	thevetia	6	yes	0	0	0	I	13	04/06/2013
1617	thevetia	6	yes	0	0	1	I	13	04/06/2013
1618	thevetia	6	yes	1	1	0	I	13	04/06/2013
1620	thevetia	6	yes	1	1	0	I	13	04/06/2013
1613	thevetia	6	yes	5	1	1	I	13	04/06/2013
1621	thevetia	6	yes	5	1	1	I	13	04/06/2013
1619	thevetia	6	yes	7	1	1	I	13	04/06/2013
1606	thevetia	6	yes	12	1	1	I	13	04/06/2013
1607	thevetia	6	yes	12	1	0	I	13	04/06/2013
1611	thevetia	6	yes	13	1	1	I	13	04/06/2013
1608	thevetia	6	yes	17	1	0	I	13	04/06/2013
1615	thevetia	6	yes	22	1	1	I	13	04/06/2013
1781	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1782	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1783	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1786	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1787	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1788	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1790	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1791	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1792	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1793	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1795	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1798	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1799	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1801	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1802	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1804	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1808	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1810	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1811	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1814	glucose5%	7	yes	0	0	1	I	8	04/06/2013
1821	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1822	glucose5%	7	yes	0	0	0	I	8	04/06/2013
1789	glucose5%	7	yes	1	1	0	I	8	04/06/2013
1803	glucose5%	7	yes	1	1	1	I	8	04/06/2013
1815	glucose5%	7	yes	1	1	0	I	8	04/06/2013
1794	glucose5%	7	yes	2	1	1	I	8	04/06/2013
1784	glucose5%	7	yes	3	1	0	I	8	04/06/2013
1796	glucose5%	7	yes	3	1	1	I	8	04/06/2013
1805	glucose5%	7	yes	3	1	1	I	8	04/06/2013
1818	glucose5%	7	yes	3	1	1	I	8	04/06/2013
1809	glucose5%	7	yes	4	1	0	I	8	04/06/2013
1807	glucose5%	7	yes	5	1	1	I	8	04/06/2013
1797	glucose5%	7	yes	5	1	1	I	8	04/06/2013
1817	glucose5%	7	yes	6	1	0	I	8	04/06/2013
1820	glucose5%	7	yes	6	1	0	I	8	04/06/2013
1823	glucose5%	7	yes	6	1	1	I	8	04/06/2013
1813	glucose5%	7	yes	7	1	1	I	8	04/06/2013
1816	glucose5%	7	yes	10	1	1	I	8	04/06/2013
1800	glucose5%	7	yes	13	1	1	I	8	04/06/2013
1806	glucose5%	7	yes	16	1	1	I	8	04/06/2013
1812	glucose5%	7	yes	20	1	1	I	8	04/06/2013
1785	glucose5%	7	yes	21	1	0	I	8	04/06/2013
1819	glucose5%	7	yes	43	1	1	I	8	04/06/2013
1701	lupilina	7	yes	0	0	0	I	8	04/06/2013
1702	lupilina	7	yes	0	0	0	I	8	04/06/2013
1703	lupilina	7	yes	0	0	0	I	8	04/06/2013
1704	lupilina	7	yes	0	0	0	I	8	04/06/2013
1705	lupilina	7	yes	0	0	1	I	8	04/06/2013
1706	lupilina	7	yes	0	0	0	I	8	04/06/2013
1707	lupilina	7	yes	0	0	0	I	8	04/06/2013
1708	lupilina	7	yes	0	0	1	I	8	04/06/2013
1709	lupilina	7	yes	0	0	0	I	8	04/06/2013
1710	lupilina	7	yes	0	0	0	I	8	04/06/2013
1711	lupilina	7	yes	0	0	0	I	8	04/06/2013
1712	lupilina	7	yes	0	0	0	I	8	04/06/2013
1713	lupilina	7	yes	0	0	0	I	8	04/06/2013
1714	lupilina	7	yes	1	1	0	I	8	04/06/2013
1699	lupilina	7	yes	1	1	0	I	8	04/06/2013
1716	lupilina	7	yes	2	1	0	I	8	04/06/2013
1715	lupilina	7	yes	2	1	1	I	8	04/06/2013
1698	lupilina	7	yes	5	1	0	I	8	04/06/2013
1700	lupilina	7	yes	7	1	0	I	8	04/06/2013
1697	lupilina	7	yes	15	1	1	I	8	04/06/2013
1696	lupilina	7	yes	17	1	1	I	13	04/06/2013
1824	mangifera	7	yes	0	0	0	I	8	04/06/2013
1825	mangifera	7	yes	0	0	0	I	8	04/06/2013
1826	mangifera	7	yes	0	0	0	I	8	04/06/2013
1827	mangifera	7	yes	0	0	0	I	8	04/06/2013
1829	mangifera	7	yes	0	0	0	I	8	04/06/2013
1833	mangifera	7	yes	0	0	0	I	8	04/06/2013
1831	mangifera	7	yes	1	1	0	I	8	04/06/2013
1828	mangifera	7	yes	3	1	1	I	8	04/06/2013
1830	mangifera	7	yes	3	1	0	I	8	04/06/2013
1832	mangifera	7	yes	5	1	0	I	8	04/06/2013
1717	thevetia	7	yes	0	0	1	I	8	04/06/2013
1721	thevetia	7	yes	0	0	1	I	8	04/06/2013
1723	thevetia	7	yes	0	0	0	I	8	04/06/2013
1725	thevetia	7	yes	0	0	1	I	8	04/06/2013
1730	thevetia	7	yes	0	0	1	I	8	04/06/2013
1732	thevetia	7	yes	0	0	1	I	8	04/06/2013
1734	thevetia	7	yes	0	0	1	I	8	04/06/2013
1735	thevetia	7	yes	0	0	0	I	8	04/06/2013
1736	thevetia	7	yes	0	0	0	I	8	04/06/2013
1737	thevetia	7	yes	0	0	1	I	8	04/06/2013
1739	thevetia	7	yes	0	0	1	I	8	04/06/2013
1740	thevetia	7	yes	0	0	1	I	8	04/06/2013
1720	thevetia	7	yes	1	1	1	I	8	04/06/2013
1738	thevetia	7	yes	1	1	1	I	8	04/06/2013
1741	thevetia	7	yes	1	1	1	I	8	04/06/2013
1742	thevetia	7	yes	1	1	0	I	8	04/06/2013
1731	thevetia	7	yes	3	1	1	I	8	04/06/2013
1719	thevetia	7	yes	4	1	1	I	8	04/06/2013
1727	thevetia	7	yes	4	1	1	I	8	04/06/2013
1743	thevetia	7	yes	4	1	0	I	8	04/06/2013
1722	thevetia	7	yes	5	1	1	I	8	04/06/2013
1724	thevetia	7	yes	6	1	0	I	8	04/06/2013
1726	thevetia	7	yes	6	1	1	I	8	04/06/2013
1728	thevetia	7	yes	8	1	1	I	8	04/06/2013
1718	thevetia	7	yes	9	1	1	I	8	04/06/2013
1733	thevetia	7	yes	9	1	0	I	8	04/06/2013
1729	thevetia	7	yes	12	1	1	I	8	04/06/2013
