year	congress	party	district	statenam	name	ngirls	nboys	totchi	anygirls	propgirls	rgroup	statabb	statalph	region	repub	srvlng	female	white	bday	age	demvote	medinc	perf	perw	perhs	percol	perur	alabort	moreserv	moredef	morecrimesp	protgay	dr1per	dr2per	dr3per	dr4per	dr5per	aauw	rtl	nowtot	now1	now2	now3	now4	now5	now6	now7	now8	now9	now10	now11	now12	now13	now14	now15	now16	now17	now18	now19	now20
"1997-1998"	105.0	1.0	7.0	"MINNESO"	"PETERSON, COLLIN C."	0	3	3.0	0.0	0.0	1.0	"MN"	24.0	"4"	0.0	7.0	0.0	1.0	1944-06-29	52.0	0.45	28104	0.5129923	0.9679861	0.74300003	0.144	0.3772308	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	63	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1
"1997-1998"	105.0	2.0	5.0	"PENNSYL"	"PETERSON, JOHN E."	0	1	1.0	0.0	0.0	1.0	"PA"	39.0	"2"	1.0	1.0	0.0	1.0	1938-12-25	58.0	0.4	28872	0.51119095	0.97763216	0.75699997	0.153	0.3399162	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	6.0	"WISCONS"	"PETRI, THOMAS EVERT"	1	0	1.0	1.0	1.0	1.0	"WI"	50.0	"3"	1.0	19.0	0.0	1.0	1940-05-28	56.0	0.45	33268	0.5134453	0.9814385	0.764	0.131	0.52854764	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	13	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	3.0	"MISSISS"	"PICKERING, CHARLES W., JR."	0	4	4.0	0.0	0.0	1.0	"MS"	25.0	"6"	1.0	1.0	0.0	1.0	1963-08-10	33.0	0.36	26396	0.5322369	0.6697179	0.666	0.161	0.393267						0.8	0.05	0.01	0.02	0.12	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	2.0	"VIRGINI"	"PICKETT, OWEN B."	3	0	3.0	1.0	1.0	1.0	"VA"	47.0	"5"	0.0	11.0	0.0	1.0	1930-08-31	66.0	0.44	36172	0.4686056	0.7812569	0.85300004	0.236	0.99462366	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	100	10	60	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1
"1997-1998"	105.0	2.0	16.0	"PENNSYL"	"PITTS, JOSEPH R."	2	1	3.0	1.0	0.6666667	1.0	"PA"	39.0	"2"	1.0	1.0	0.0	1.0	1939-10-10	57.0	0.37	42932	0.5201618	0.91443974	0.764	0.24299999	0.5617521	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	11.0	"CALIFOR"	"POMBO, RICHARD W."	2	1	3.0	1.0	0.6666667	2.0	"CA"	5.0	"9"	1.0	5.0	0.0	1.0	1961-01-08	36.0	0.46	35700	0.5033966	0.74868304	0.715	0.147	0.8497041	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	1.0	"NORTH D"	"POMEROY, EARL R."	1	1	2.0	1.0	0.5	1.0	"ND"	35.0	"4"	0.0	5.0	0.0	1.0	1952-09-02	44.0	0.4	28707	0.5076702	0.94574517	0.76699996	0.18100001	0.533015						0.55	0.3	0.02	0.03	0.09	88	35	70	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	10.0	"ILLINOI"	"PORTER, JOHN EDWARD"	3	2	5.0	1.0	0.6	1.0	"IL"	14.0	"3"	1.0	18.0	0.0	1.0	1935-06-01	61.0	0.5	58407	0.50579554	0.8649677	0.876	0.404	0.9939863	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	25	28	30	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
"1997-1998"	105.0	2.0	2.0	"OHIO"	"PORTMAN, ROBERT J."	1	2	3.0	1.0	0.33333334	1.0	"OH"	36.0	"3"	1.0	5.0	0.0	1.0	1955-12-19	41.0	0.34	40261	0.5232441	0.9667456	0.769	0.237	0.7076696	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	19.0	"ILLINOI"	"POSHARD, GLENN"	1	1	2.0	1.0	0.5	1.0	"IL"	14.0	"3"	0.0	9.0	0.0	1.0	1945-10-30	51.0	0.47	28741	0.531224	0.95541966	0.70699996	0.111	0.4921579	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	63	95	65	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	4.0	"NORTH C"	"PRICE, DAVID E."	1	1	2.0	1.0	0.5	1.0	"NC"	34.0	"5"	0.0	11.0	0.0	1.0	1940-08-17	56.0	0.49	42478	0.520052	0.77185196	0.84	0.35900003	0.6922194	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	100	5	75	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	15.0	"OHIO"	"PRYCE, DEBORAH"	1	1	2.0	1.0	0.5	1.0	"OH"	36.0	"3"	1.0	5.0	1.0	1.0	1951-07-29	45.0	0.44	38070	0.5082159	0.923733	0.81	0.27	0.9030657	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	25	56	35	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0
"1997-1998"	105.0	2.0	30.0	"NEW YOR"	"QUINN, JACK"	1	1	2.0	1.0	0.5	2.0	"NY"	33.0	"2"	1.0	5.0	0.0	1.0	1951-04-13	45.0	0.57	32576	0.53416437	0.8146318	0.727	0.146	0.87002033	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	38	90	20	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0
"1997-1998"	105.0	2.0	19.0	"CALIFOR"	"RADANOVICH, GEORGE"	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	1.0	3.0	0.0	1.0	1955-06-20	41.0	0.4	33041	0.5218588	0.7349152	0.744	0.202	0.7966034	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	3.0	"WEST VI"	"RAHALL, NICK JOE"	2	1	3.0	1.0	0.6666667	1.0	"WV"	49.0	"5"	0.0	21.0	0.0	1.0	1949-05-20	47.0	0.58	22250	0.53598124	0.9501791	0.597	0.102	0.2561841	0.3943662	0.19607843	0.265625	0.75	0.6458333	0.67	0.08	0.0	0.04	0.19	63	100	50	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	3.0	"MINNESO"	"RAMSTAD, JIM"	0	0	0.0	0.0	0.0	1.0	"MN"	24.0	"4"	1.0	7.0	0.0	1.0	1946-05-06	50.0	0.47	49714	0.51922077	0.9596188	0.92300004	0.33200002	0.9764083	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	38	40	35	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1
"1997-1998"	105.0	1.0	15.0	"NEW YOR"	"RANGEL, CHARLES"	1	1	2.0	1.0	0.5	2.0	"NY"	33.0	"2"	0.0	27.0	0.0	0.0	1930-06-11	66.0	0.91	21065	0.5410095	0.27592072	0.569	0.176	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	88	10	90	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	3.0	"NEW MEX"	"REDMOND, WILLIAM T."	1	1	2.0	1.0	0.5	1.0	"NM"	32.0	"8"	1.0	1.0	0.0	1.0	1955-01-28	41.0	0.52	26681	0.5169155	0.6540514	0.737	0.19700001	0.59533906	0.43835616	0.43939394	0.09589041	0.2	0.5625	0.32	0.4	0.03	0.03	0.21	14	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"1997-1998"	105.0	2.0	16.0	"OHIO"	"REGULA, RALPH S."	1	2	3.0	1.0	0.33333334	1.0	"OH"	36.0	"3"	1.0	25.0	0.0	1.0	1924-12-03	72.0	0.43	32131	0.5297945	0.9440114	0.74	0.137	0.633233	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	25	75	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
"1997-1998"	105.0	1.0	16.0	"TEXAS"	"REYES, SILVESTRE"	2	1	3.0	1.0	0.6666667	2.0	"TX"	44.0	"7"	0.0	1.0	0.0	0.0	1944-11-10	52.0	0.63	24108	0.5261198	0.76470506	0.633	0.154	0.98266745	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	88	30	70	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	1.0	"CALIFOR"	"RIGGS, FRANK DU"	1	2	3.0	1.0	0.33333334	1.0	"CA"	5.0	"9"	1.0	7.0	0.0	1.0	1950-09-05	46.0	0.48	35909	0.49715883	0.8501925	0.796	0.18200001	0.6660146	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	95	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	3.0	"ALABAMA"	"RILEY, ROBERT R."	3	1	4.0	1.0	0.75	1.0	"AL"	1.0	"6"	1.0	1.0	0.0	1.0	1944-10-03	52.0	0.44	26800	0.5254231	0.7314055	0.615	0.123	0.5303009	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	13.0	"MICHIGA"	"RIVERS, LYNN N."	2	0	2.0	1.0	1.0	1.0	"MI"	23.0	"3"	0.0	3.0	1.0	1.0	1956-12-19	40.0	0.58	44509	0.5188645	0.8519372	0.816	0.273	0.9342446	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	100	5	90	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	1.0	28.0	"TEXAS"	"RODRIGUEZ, CIRO D."	1	0	1.0	1.0	1.0	2.0	"TX"	44.0	"7"	0.0	1.0	0.0	0.0	1946-12-09	50.0	0.63	22425	0.52499765	0.6854669	0.584	0.083000004	0.7868556	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	0	75	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0
"1997-1998"	105.0	1.0	3.0	"INDIANA"	"ROEMER, TIM"	1	2	3.0	1.0	0.33333334	2.0	"IN"	15.0	"3"	0.0	7.0	0.0	1.0	1956-10-30	40.0	0.43	34458	0.51910156	0.9070788	0.748	0.161	0.7137781	0.24340177	0.26408452	0.25236592	0.53846157	0.5257143	0.55	0.2	0.01	0.05	0.19	63	90	35	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1
"1997-1998"	105.0	2.0	27.0	"CALIFOR"	"ROGAN, JAMES E."	2	0	2.0	1.0	1.0	1.0	"CA"	5.0	"9"	1.0	1.0	0.0	1.0	1957-08-21	39.0	0.49	45016	0.52223194	0.7094643	0.802	0.314	0.9988701	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	5.0	"KENTUCK"	"ROGERS, HAROLD D."	1	2	3.0	1.0	0.33333334	1.0	"KY"	18.0	"6"	1.0	17.0	0.0	1.0	1937-12-31	59.0	0.47	17798	0.52285033	0.98714095	0.48099998	0.076	0.13097462	0.2		0.0	0.8125	0.6	0.61	0.14	0.01	0.05	0.19	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	45.0	"CALIFOR"	"ROHRABACHER, DANA"	0	0	0.0	0.0	0.0	1.0	"CA"	5.0	"9"	1.0	9.0	0.0	1.0	1947-06-21	49.0	0.38	51028	0.5007577	0.8212933	0.845	0.277	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"1997-1998"	105.0	2.0	18.0	"FLORIDA"	"ROS-LEHTINEN, ILEANA"	2	0	2.0	1.0	1.0	2.0	"FL"	10.0	"5"	1.0	8.0	1.0	0.0	1952-07-15	44.0	0.43	30814	0.5287192	0.88745445	0.62299997	0.21200001	0.9979876	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	13	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
"1997-1998"	105.0	1.0	9.0	"NEW JER"	"ROTHMAN, STEVEN R."	1	1	2.0	1.0	0.5	4.0	"NJ"	31.0	"2"	0.0	1.0	0.0	1.0	1952-10-14	44.0	0.6	48584	0.52942204	0.8368969	0.749	0.24700001	1.0	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	100	5	80	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	5.0	"NEW JER"	"ROUKEMA, MARGARET S."	1	1	2.0	1.0	0.5	1.0	"NJ"	31.0	"2"	1.0	17.0	1.0	1.0	1929-09-19	67.0	0.42	59583	0.5222267	0.9352942	0.85400003	0.32599998	0.8139549	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	38	30	35	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1
"1997-1998"	105.0	1.0	33.0	"CALIFOR"	"ROYBAL-ALLARD, LUCILLE"	2	2	4.0	1.0	0.5	2.0	"CA"	5.0	"9"	0.0	5.0	1.0	0.0	1941-06-12	55.0	0.8	22018	0.46715152	0.3571127	0.336	0.053000003	0.99991244	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	6	80	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	39.0	"CALIFOR"	"ROYCE, EDWARD R."	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	1.0	5.0	0.0	1.0	1951-10-12	45.0	0.41	50777	0.5078205	0.72822165	0.816	0.254	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	1.0	"ILLINOI"	"RUSH, BOBBY L."	1	4	5.0	1.0	0.2	1.0	"IL"	14.0	"3"	0.0	5.0	0.0	0.0	1946-11-23	50.0	0.85	30644	0.55925024	0.27275035	0.70699996	0.184	1.0	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	100	5	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	2.0	"KANSAS"	"RYUN, JAMES R."	2	2	4.0	1.0	0.5	1.0	"KS"	17.0	"4"	1.0	1.0	0.0	1.0	1947-04-29	49.0	0.39	30340	0.50663203	0.9013983	0.807	0.184	0.5920816	0.45360824	0.18987341	0.18888889	0.6831683	0.39240506	0.5	0.2	0.02	0.08	0.2	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	5.0	"MINNESO"	"SABO, MARTIN OLAV"	2	0	2.0	1.0	1.0	1.0	"MN"	24.0	"4"	0.0	19.0	0.0	1.0	1938-02-28	58.0	0.62	36817	0.5268881	0.83726805	0.845	0.29299998	0.9999799	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	100	5	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	1.0	"ARIZONA"	"SALMON, MATTHEW"	2	2	4.0	1.0	0.5	3.0	"AZ"	3.0	"8"	1.0	3.0	0.0	1.0	1958-01-21	38.0	0.45	38232	0.5081107	0.8691526	0.861	0.276	0.9962365	0.51141554	0.23188406	0.2767857	0.6869565	0.664	0.36	0.29	0.06	0.06	0.22	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	46.0	"CALIFOR"	"SANCHEZ, LORETTA"	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	0.0	1.0	1.0	0.0	1960-01-07	37.0	0.49	36344	0.47245577	0.6651493	0.598	0.125	0.9992702	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	5	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	3.0	1.0	"VERMONT"	"SANDERS, BERNARD"	2	2	4.0	1.0	0.5	4.0	"VT"	46.0	"1"	0.0	7.0	0.0	1.0	1941-09-08	55.0	0.53	34780	0.5187133	0.9863707	0.808	0.24299999	0.32145968						0.29	0.38	0.0	0.02	0.3	100	5	90	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	1.0	"TEXAS"	"SANDLIN, MAX A., JR."	2	2	4.0	1.0	0.5	1.0	"TX"	44.0	"7"	0.0	1.0	0.0	1.0	1952-09-29	44.0	0.45	26629	0.5298161	0.7947059	0.681	0.131	0.4388653	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	88	25	55	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1
"1997-1998"	105.0	2.0	1.0	"SOUTH C"	"SANFORD, MARSHALL"	0	3	3.0	0.0	0.0	1.0	"SC"	41.0	"5"	1.0	3.0	0.0	1.0	1960-05-28	36.0	0.38	32082	0.5057004	0.7796515	0.77900004	0.198	0.7516954	0.42857143	0.0	0.0	0.64285713	0.72727275	0.78	0.07	0.01	0.03	0.1	13	90	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1
"1997-1998"	105.0	1.0	14.0	"OHIO"	"SAWYER, THOMAS C. (TOM)"	1	0	1.0	1.0	1.0	1.0	"OH"	36.0	"3"	0.0	11.0	0.0	1.0	1945-08-15	51.0	0.53	34362	0.5323898	0.8768191	0.78199995	0.19700001	0.91848487	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	100	5	85	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	3.0	"NEW JER"	"SAXTON, H. JAMES"	1	1	2.0	1.0	0.5	1.0	"NJ"	31.0	"2"	1.0	13.0	0.0	1.0	1943-01-22	53.0	0.5	46870	0.5224215	0.8888435	0.805	0.241	0.8161075	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	25	90	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
"1997-1998"	105.0	2.0	1.0	"FLORIDA"	"SCARBOROUGH, JOE"	0	2	2.0	0.0	0.0	1.0	"FL"	10.0	"5"	1.0	3.0	0.0	1.0	1963-04-09	33.0	0.31	29821	0.5124103	0.8399269	0.775	0.184	0.7407923	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	6.0	"COLORAD"	"SCHAEFER, DANIEL"	1	3	4.0	1.0	0.25	2.0	"CO"	6.0	"8"	1.0	15.0	0.0	1.0	1936-01-25	60.0	0.43	43922	0.5171434	0.9170285	0.911	0.33400002	0.9519357	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	4.0	"COLORAD"	"SCHAFER, ROBERT W. (BOB)"	3	1	4.0	1.0	0.75	2.0	"CO"	6.0	"8"	1.0	1.0	0.0	1.0	1962-07-24	34.0	0.41	31903	0.51169294	0.91346276	0.797	0.215	0.64625275	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	1.0	"NEW MEX"	"SCHIFF, STEVEN H."	1	1	2.0	1.0	0.5	4.0	"NM"	32.0	"8"	1.0	9.0	0.0	1.0	1947-03-18	49.0	0.48	32051	0.5189889	0.77572894	0.816	0.26	0.92409754	0.43835616	0.43939394	0.09589041	0.2	0.5625	0.32	0.4	0.03	0.03	0.21	0	50	10	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	9.0	"NEW YOR"	"SCHUMER, CHARLES E."	2	0	2.0	1.0	1.0	4.0	"NY"	33.0	"2"	0.0	17.0	0.0	1.0	1950-11-23	46.0	0.66	43401	0.53802663	0.8760343	0.752	0.24200001	0.9992039	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	5	90	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	1.0	3.0	"VIRGINI"	"SCOTT, ROBERT C."	0	0	0.0	0.0	0.0	1.0	"VA"	47.0	"5"	0.0	5.0	0.0	0.0	1947-04-30	49.0	0.72	26538	0.54497457	0.33880955	0.64	0.127	0.89140356	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	100	10	85	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	9.0	"WISCONS"	"SENSENBRENNER, FRANK JAMES"	0	2	2.0	0.0	0.0	1.0	"WI"	50.0	"3"	1.0	19.0	0.0	1.0	1943-06-14	53.0	0.37	42177	0.51046765	0.9814399	0.821	0.20799999	0.64464283	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	16.0	"NEW YOR"	"SERRANO, JOSE E."	2	3	5.0	1.0	0.4	2.0	"NY"	33.0	"2"	0.0	8.0	0.0	0.0	1943-10-24	53.0	0.94	16683	0.56768644	0.2000834	0.47	0.061	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	5	80	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	5.0	"TEXAS"	"SESSIONS, PETER"	0	2	2.0	0.0	0.0	1.0	"TX"	44.0	"7"	1.0	1.0	0.0	1.0	1955-03-22	41.0	0.46	27530	0.49714255	0.7140054	0.66199994	0.143	0.74928516	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	4.0	"ARIZONA"	"SHADEGG, JOHN B."	1	1	2.0	1.0	0.5	1.0	"AZ"	3.0	"8"	1.0	3.0	0.0	1.0	1949-10-22	47.0	0.44	40563	0.5207212	0.9214515	0.867	0.26299998	0.9990309	0.51141554	0.23188406	0.2767857	0.6869565	0.664	0.36	0.29	0.06	0.06	0.22	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	22.0	"FLORIDA"	"SHAW, E. CLAY, JR."	2	2	4.0	1.0	0.5	2.0	"FL"	10.0	"5"	1.0	17.0	0.0	1.0	1939-04-19	57.0	0.54	39419	0.5381862	0.94157	0.795	0.241	0.996921	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	13	70	25	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
"1997-1998"	105.0	2.0	4.0	"CONNECT"	"SHAYS, CHRISTOPHER"	1	0	1.0	1.0	1.0	3.0	"CT"	7.0	"1"	1.0	11.0	0.0	1.0	1945-10-18	51.0	0.51	56320	0.5324987	0.8004801	0.79300004	0.34	0.95471597						0.42	0.32	0.02	0.06	0.18	63	20	65	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0
"1997-1998"	105.0	1.0	24.0	"CALIFOR"	"SHERMAN, BRAD"	0	0	0.0	0.0	0.0	4.0	"CA"	5.0	"9"	0.0	1.0	0.0	1.0	1954-10-24	42.0	0.52	57375	0.51145065	0.8461881	0.862	0.33400002	0.9710827	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	5	90	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	20.0	"ILLINOI"	"SHIMKUS, JOHN M."	0	2	2.0	0.0	0.0	1.0	"IL"	14.0	"3"	1.0	1.0	0.0	1.0	1958-02-21	38.0	0.47	31846	0.52615494	0.9501032	0.739	0.132	0.51616853	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	0	90	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"1997-1998"	105.0	2.0	9.0	"PENNSYL"	"SHUSTER, E.G."	3	2	5.0	1.0	0.6	1.0	"PA"	39.0	"2"	1.0	25.0	0.0	1.0	1932-01-23	64.0	0.36	28913	0.5243515	0.98281026	0.70199996	0.1	0.2974339	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	13	100	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
