 9.870644   -2.04308  -.6028391   .0095779  -1.822928   .1036347    .006401   .0014376  -2.158211  -.2101315   2.156336   4.606126  
  9.66516  -1.872699  -.5972912   .0112276   -1.15626   .0387523   .0056845   .0006878  -2.346455  -.3583145   2.812301   3.608067  
 10.64026  -3.002374  -.4152614   .0079045  -2.119269   .1540549   .0029786   .0008495  -5.503972  -.3509991    2.61192   2.390524  
 10.65257  -2.090313  -.4824363   .0117542  -1.283283    .005811   .0051322   .0007538  -10.41443  -.3112139   3.041697   2.452055  
  7.65409  -1.645885  -.6026718   .0142932   .2678821  -.0959442   .0036658   .0006268  -6.485004  -.4409449   3.418705   1.777021  
 7.611639  -1.430012  -.4030529   .0016934   -1.61529   .1104074   .0050451   .0005386  -4.251524  -.0953578   1.038893   4.405267  
 10.29453  -.4421289  -.5958206   .0001855  -1.796992    .138698   .0034249   .0013851   .2795862  -.4638753   .8830739   4.467598  
  12.0917  -2.194681  -.5891765   .0097343  -1.230551   .0348184   .0040628   .0002722  -11.21699  -.4175631   3.748439   2.817342  
 8.367629  -2.126132  -.3623767   .0052041  -1.441448   .0591109   .0068159   .0009937  -6.249565  -.1533774    1.42989   3.900907  
 6.655519  -1.325976  -.4247728   .0071342  -.8504463   .0233582   .0018987   .0009724   -6.65081  -.1584398   2.724962   1.333723  
 6.697758  -1.486016  -.5052674   .0112861  -1.459913   .0834525   .0047537   .0013624  -1.855326   .1011845   1.870682    3.07498  
 7.574767  -2.897228  -.4156765   .0107989  -1.394136   .0858117   .0041575   .0003619  -3.392224   .1571984   1.619869   2.297652  
 8.481619  -1.675489  -.4128677   .0021888  -2.042753   .1410179   .0047048   .0006956  -6.309681   .0394814   1.794275   2.585335  
 6.896749  -.4782744  -.3873903   .0033912  -1.353262    .072878   .0026492   .0003815  -2.124832  -.1382969   2.216966   1.933437  
 9.271426   -1.51613  -.3682898   .0075096  -2.195113   .1424283   .0040642   .0012528  -6.227817  -.2247617   1.653249   4.063726  
 8.785261  -1.588929  -.4409813   .0084231  -1.027666   .0222753   .0033273   .0009512  -8.912579  -.5198495   2.892583   3.118113  
  5.45725  -1.077528   -.259409   .0010631  -.7736661    .016667   .0050404   .0009926  -5.731281  -.1962601   1.361499   3.168274  
 7.009157  -.7152632  -.5192795   .0038591  -1.011387   .0452037   .0043437   .0005966  -.3443862  -.1810094   1.608792   4.713358  
 7.375371  -1.828017  -.3599033  -.0009577  -1.097359    .074896   .0042049   .0010552  -2.407706  -.3033974    .848902   3.890657  
   6.2661   -.921437  -.4177572  -.0051263  -.6764005   .0267591   .0037799   .0016607  -1.783317   -.180517   1.069471   4.211697  
 12.72749  -2.042454  -.4104513   .0151899  -2.864519   .1644824   .0053791   .0014415  -14.49283  -.4861699   2.687167   2.830339  
 11.47101  -2.707419  -.7460463    .014831  -1.483007    .067594    .007629   .0011262  -3.727192  -.4139688   2.642476   4.733939  
 6.528299  -1.563536  -.3763008   .0045067  -1.421137   .0987417    .002714   .0011561  -5.549096  -.1040986   2.618259   3.394971  
 3.902336  -.5698018  -.5087441   .0121934   .2681344  -.0831807   .0048699   .0003336  -1.143354   .0323073   1.600644   2.616881  
 7.884406  -1.162109  -.2633675   .0040734  -2.029972   .1346753   .0061289   .0009326  -2.094969  -.4727061   1.743092   5.102098  
 9.300176  -1.063107  -.3736783  -.0028011   -1.72929   .1172203    .004741   .0008262  -4.303902   -.596815   2.079498   4.026796  
  10.2349   -2.34982  -.2883852  -.0009358  -2.707518   .2175663   .0039943   .0006515  -1.543398  -.4694521   2.064573   3.486854  
 9.897476  -2.205977  -.4956495   .0168743  -1.565453   .0912226    .004544   .0009242  -7.917903  -.3198567   1.875982   2.234787  
 9.458352  -1.634679  -.5575857   .0155756  -1.259428   .0308601   .0044123   .0012931  -9.142399  -.2013167   3.072499   3.118535  
 8.281501  -1.594403  -.4059201   .0035076  -.9718131    .007676    .004536   .0004976  -7.625218  -.3407098   3.048906   2.035556  
  10.2772  -2.119266  -.4432154   .0090559  -1.773074   .1157663   .0031014   .0011022  -10.78544   -.433175   2.515195   2.680936  
 9.589782  -1.931582  -.3923478   .0032216  -1.537104   .0850125   .0052033   .0004238   -6.25181  -.3467275    1.29364   4.060601  
 5.152313  -1.407989  -.3843927  -.0011981  -.1931164   .0057663   .0017407   .0000753  -2.485918  -.1020423   1.628625   2.617695  
 5.895021  -1.221405  -.5537159   .0053243   .1868678  -.0882304   .0027369   .0007973  -5.249765  -.2041834   2.838259   3.759506  
 9.450287   -2.29016  -.4636241   .0123939  -1.972548   .1127427   .0052519   .0009349  -5.302184    -.22217   2.746643   2.181186  
 6.339932  -1.288919  -.2653891   .0011329  -1.153213   .0805127   .0024377   .0006889  -7.020569  -.2830271   1.360574   2.278616  
 7.869146  -1.024647  -.5569433   .0049071  -.9243243     .03035   .0036022   .0012771  -4.339971  -.1919673    1.94658   4.832925  
 12.65383  -2.876307  -.4624407   .0102105   -2.73442   .2124885   .0069271   .0007632  -6.628403  -.3680019   1.434628   4.121517  
  13.5129  -3.229962  -.5357422   .0156973  -2.344929   .1166285   .0079795   .0008187   -8.06392  -.5342265   2.629493   3.294377  
 7.746013  -.6236883   -.225669   -.010027  -2.014525   .1442607   .0035074   .0005442  -4.749495  -.1048437   1.445163   3.336734  
 10.86603  -2.357375  -.6404691   .0117141  -1.641355   .1043098   .0043222   .0012212  -7.761865  -.2632541   2.911214   2.722928  
 7.218531  -1.577199  -.4701322   .0103853  -1.285556   .0639729   .0044889   .0004022   -2.68904  -.0657414   2.631477   3.216418  
 9.694173  -1.176865  -.6901121   .0022917   -.734796   .0285758     .00245   .0011307  -5.242875  -.3474289   2.791029   2.743711  
 14.89663   -2.44215  -.5869708   .0126888  -2.869348   .1851946   .0063234   .0007107  -12.21061  -.5285845   2.799552   4.818817  
 8.348685  -1.519529  -.3595211   .0093719   -1.81811   .1138398   .0031621   .0013494  -.2129727  -.5736752   2.567519   3.013307  
 12.42306  -2.100913  -.4997758   .0129618  -2.236629   .1179775   .0067861   .0004633   -7.77158  -.4822093   2.766565   3.529938  
 7.351331  -1.759388   -.556173   .0010444  -.9637644   .0578082   .0054566   .0012545  -1.241747  -.1149064   1.580605   3.974478  
